timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,Latency,IdleTime,Connect
18:39.2,614,3 /,200,OK,EditStaff 1-1,text,TRUE,,4328,371,1,6,614,0,531
18:39.2,583,71 /adminlogin.php,200,OK,AddCustomer 4-1,text,TRUE,,2201,385,1,6,583,0,482
18:39.4,395,55 /adminlogin.php,200,OK,DeleteCustomer 3-1,text,TRUE,,2201,385,1,6,395,0,300
18:39.5,247,24 /,200,OK,EditCustomer 2-1,text,TRUE,,4328,371,1,6,247,0,149
18:39.6,266,86 /adminlogin.php,200,OK,DeleteStaff 5-1,text,TRUE,,2201,385,1,6,266,0,105
18:39.6,166,100 /adminlogin.php,200,OK,AddStaff 6-1,text,TRUE,,2201,385,1,6,166,0,79
18:39.8,84,10 /adminlogin.php,200,OK,EditStaff 1-1,text,TRUE,,2200,385,1,6,84,0,0
18:39.8,260,57 /adminlogin.php,200,OK,DeleteCustomer 3-1,text,TRUE,,7043,1646,1,6,86,0,0
18:39.8,89,30 /adminlogin.php,200,OK,EditCustomer 2-1,text,TRUE,,2200,385,1,6,89,0,0
18:39.8,268,74 /adminlogin.php,200,OK,AddCustomer 4-1,text,TRUE,,7043,1646,1,6,91,0,0
18:39.8,265,103 /adminlogin.php,200,OK,AddStaff 6-1,text,TRUE,,7043,1646,1,6,90,0,0
18:39.9,255,89 /adminlogin.php,200,OK,DeleteStaff 5-1,text,TRUE,,7043,1646,1,6,85,0,0
18:39.9,252,11 /adminlogin.php,200,OK,EditStaff 1-1,text,TRUE,,7043,1646,1,6,85,0,0
18:39.9,266,31 /adminlogin.php,200,OK,EditCustomer 2-1,text,TRUE,,7043,1646,1,6,90,0,0
18:40.0,170,58 /admin_hompage.php,200,OK,DeleteCustomer 3-1,text,TRUE,,4811,961,1,6,84,0,0
18:40.1,175,75 /admin_hompage.php,200,OK,AddCustomer 4-1,text,TRUE,,4811,961,1,6,86,0,0
18:40.1,177,104 /admin_hompage.php,200,OK,AddStaff 6-1,text,TRUE,,4811,961,1,6,89,0,0
18:40.1,167,90 /admin_hompage.php,200,OK,DeleteStaff 5-1,text,TRUE,,4811,961,1,6,82,0,0
18:40.1,170,12 /admin_hompage.php,200,OK,EditStaff 1-1,text,TRUE,,4811,961,1,6,82,0,0
18:40.1,174,32 /admin_hompage.php,200,OK,EditCustomer 2-1,text,TRUE,,4811,961,1,6,86,0,0
18:40.2,819,59 /delete_customer.php,200,OK,DeleteCustomer 3-1,text,TRUE,,510326,969,2,10,97,0,0
18:40.2,176,76 /addcustomer.php,200,OK,AddCustomer 4-1,text,TRUE,,7186,965,1,6,87,0,0
18:40.3,174,105 /addstaff.php,200,OK,AddStaff 6-1,text,TRUE,,7047,962,1,6,87,0,0
18:40.3,171,91 /delete_staff.php,200,OK,DeleteStaff 5-1,text,TRUE,,5854,966,1,6,86,0,0
18:40.3,167,13 /display_staff.php,200,OK,EditStaff 1-1,text,TRUE,,5856,967,1,6,84,0,0
18:40.3,876,33 /display_customer.php,200,OK,EditCustomer 2-1,text,TRUE,,510329,970,1,10,101,0,0
18:40.4,329,77 /add_customer.php,200,OK,AddCustomer 4-1,text,TRUE,,5209,1889,2,7,138,0,0
18:40.4,186,106 /add_staff.php,200,OK,AddStaff 6-1,text,TRUE,,2625,1313,1,6,96,0,0
18:40.4,290,92 /editstaff.php,200,OK,DeleteStaff 5-1,text,TRUE,,10080,1654,1,7,96,0,0
18:40.4,176,14 /editstaff.php,200,OK,EditStaff 1-1,text,TRUE,,6506,1122,1,6,90,0,0
18:40.6,192,107 /admin_hompage.php,200,OK,AddStaff 6-1,text,TRUE,,4811,957,1,7,87,0,0
18:40.6,317,15 /alter_staff.php,200,OK,EditStaff 1-1,text,TRUE,,5204,1825,2,10,107,0,0
18:40.7,193,71 /adminlogin.php,200,OK,AddCustomer 4-2,text,TRUE,,2201,385,2,7,193,0,85
18:40.7,211,93 /delete_staff.php,200,OK,DeleteStaff 5-1,text,TRUE,,5854,964,2,10,101,0,0
18:40.7,197,78 /admin_hompage.php,200,OK,AddCustomer 4-1,text,TRUE,,4811,963,2,10,95,0,0
18:40.8,205,108 /display_staff.php,200,OK,AddStaff 6-1,text,TRUE,,5856,967,1,10,118,0,0
18:40.9,301,74 /adminlogin.php,200,OK,AddCustomer 4-2,text,TRUE,,7043,1646,2,10,97,0,0
18:40.9,215,3 /,200,OK,EditStaff 1-2,text,TRUE,,4328,371,2,10,215,0,95
18:40.9,214,55 /adminlogin.php,200,OK,DeleteCustomer 3-2,text,TRUE,,2201,385,2,10,214,0,95
18:40.9,190,86 /adminlogin.php,200,OK,DeleteStaff 5-2,text,TRUE,,2201,385,2,10,190,0,80
18:40.9,179,16 /admin_hompage.php,200,OK,EditStaff 1-1,text,TRUE,,4811,959,2,10,83,0,0
18:40.9,192,94 /admin_hompage.php,200,OK,DeleteStaff 5-1,text,TRUE,,4811,965,2,10,96,0,0
18:40.9,1153,79 /display_customer.php,200,OK,AddCustomer 4-1,text,TRUE,,510540,970,3,10,119,0,0
18:41.0,207,109 /admin_hompage.php,200,OK,AddStaff 6-1,text,TRUE,,4811,967,2,10,103,0,0
18:41.0,194,62 /editcustomer.php,200,OK,DeleteCustomer 3-1,text,TRUE,,2622,1138,2,9,97,0,0
18:41.1,86,10 /adminlogin.php,200,OK,EditStaff 1-2,text,TRUE,,2200,385,2,10,86,0,0
18:41.1,313,57 /adminlogin.php,200,OK,DeleteCustomer 3-2,text,TRUE,,7043,1646,2,9,97,0,0
18:41.1,313,89 /adminlogin.php,200,OK,DeleteStaff 5-2,text,TRUE,,7043,1646,1,9,100,0,0
18:41.1,302,17 /display_staff.php,200,OK,EditStaff 1-1,text,TRUE,,5857,967,2,9,103,0,0
18:41.2,180,100 /adminlogin.php,200,OK,AddStaff 6-2,text,TRUE,,2201,385,1,9,180,0,86
18:41.2,258,75 /admin_hompage.php,200,OK,AddCustomer 4-2,text,TRUE,,4811,961,2,9,101,0,0
18:41.2,348,11 /adminlogin.php,200,OK,EditStaff 1-2,text,TRUE,,7043,1646,1,8,87,0,0
18:41.2,221,39 /success.txt,200,OK,EditCustomer 2-1,text,TRUE,,384,298,1,9,221,0,112
18:41.2,677,63 /delete_customer.php,200,OK,DeleteCustomer 3-1,text,TRUE,,510537,973,2,9,103,0,0
18:41.3,330,103 /adminlogin.php,200,OK,AddStaff 6-2,text,TRUE,,7043,1646,1,8,103,0,0
18:41.4,219,76 /addcustomer.php,200,OK,AddCustomer 4-2,text,TRUE,,7186,965,2,8,104,0,0
18:41.4,220,40 /editcustomer.php,200,OK,EditCustomer 2-1,text,TRUE,,6044,1137,1,8,105,0,0
18:41.4,220,58 /admin_hompage.php,200,OK,DeleteCustomer 3-2,text,TRUE,,4811,961,2,8,105,0,0
18:41.4,223,90 /admin_hompage.php,200,OK,DeleteStaff 5-2,text,TRUE,,4811,961,1,8,107,0,0
18:41.5,218,12 /admin_hompage.php,200,OK,EditStaff 1-2,text,TRUE,,4811,961,1,8,116,0,0
18:41.6,357,77 /add_customer.php,200,OK,AddCustomer 4-2,text,TRUE,,5209,1889,3,10,140,0,0
18:41.6,382,41 /alter_customer.php,200,OK,EditCustomer 2-1,text,TRUE,,5207,1815,2,10,209,0,103
18:41.6,1176,59 /delete_customer.php,200,OK,DeleteCustomer 3-2,text,TRUE,,510746,969,3,11,129,0,0
18:41.6,207,91 /delete_staff.php,200,OK,DeleteStaff 5-2,text,TRUE,,5854,966,1,8,119,0,0
18:41.7,239,104 /admin_hompage.php,200,OK,AddStaff 6-2,text,TRUE,,4811,961,1,9,117,0,0
18:41.7,178,13 /display_staff.php,200,OK,EditStaff 1-2,text,TRUE,,5856,967,1,9,95,0,0
18:41.9,263,92 /editstaff.php,200,OK,DeleteStaff 5-2,text,TRUE,,10080,1654,1,9,93,0,0
18:41.9,180,71 /adminlogin.php,200,OK,AddCustomer 4-3,text,TRUE,,2201,385,3,10,180,0,89
18:41.9,167,105 /addstaff.php,200,OK,AddStaff 6-2,text,TRUE,,7047,962,1,10,84,0,0
18:41.9,178,64 /admin_hompage.php,200,OK,DeleteCustomer 3-1,text,TRUE,,4811,971,2,10,92,0,0
18:41.9,183,14 /editstaff.php,200,OK,EditStaff 1-2,text,TRUE,,6506,1122,1,9,97,0,0
18:41.9,180,24 /,200,OK,EditCustomer 2-2,text,TRUE,,4328,371,2,9,180,0,90
18:42.0,178,78 /admin_hompage.php,200,OK,AddCustomer 4-2,text,TRUE,,4811,963,2,9,86,0,0
18:42.0,174,42 /admin_hompage.php,200,OK,EditCustomer 2-1,text,TRUE,,4811,965,2,9,87,0,0
18:42.1,273,74 /adminlogin.php,200,OK,AddCustomer 4-3,text,TRUE,,7043,1646,2,10,90,0,0
18:42.1,182,106 /add_staff.php,200,OK,AddStaff 6-2,text,TRUE,,2625,1313,1,9,97,0,0
18:42.1,1105,65 /display_customer.php,200,OK,DeleteCustomer 3-1,text,TRUE,,510749,970,3,11,103,0,0
18:42.1,279,15 /alter_staff.php,200,OK,EditStaff 1-2,text,TRUE,,5204,1825,1,10,95,0,0
18:42.1,184,93 /delete_staff.php,200,OK,DeleteStaff 5-2,text,TRUE,,5854,964,2,10,90,0,0
18:42.1,89,30 /adminlogin.php,200,OK,EditCustomer 2-2,text,TRUE,,2200,385,2,9,89,0,0
18:42.2,1205,79 /display_customer.php,200,OK,AddCustomer 4-2,text,TRUE,,510750,970,3,10,108,0,0
18:42.2,1299,43 /display_customer.php,200,OK,EditCustomer 2-1,text,TRUE,,510749,970,2,9,100,0,0
18:42.2,339,31 /adminlogin.php,200,OK,EditCustomer 2-2,text,TRUE,,7043,1646,2,10,92,0,0
18:42.2,209,107 /admin_hompage.php,200,OK,AddStaff 6-2,text,TRUE,,4811,957,1,11,89,0,0
18:42.3,225,86 /adminlogin.php,200,OK,DeleteStaff 5-3,text,TRUE,,2201,385,2,11,225,0,95
18:42.3,253,94 /admin_hompage.php,200,OK,DeleteStaff 5-2,text,TRUE,,4811,965,2,11,104,0,0
18:42.3,219,75 /admin_hompage.php,200,OK,AddCustomer 4-3,text,TRUE,,4811,961,2,10,116,0,0
18:42.4,439,16 /admin_hompage.php,200,OK,EditStaff 1-2,text,TRUE,,4811,959,2,12,141,0,0
18:42.4,425,55 /adminlogin.php,200,OK,DeleteCustomer 3-3,text,TRUE,,2201,385,3,12,425,0,143
18:42.5,359,108 /display_staff.php,200,OK,AddStaff 6-2,text,TRUE,,5856,967,1,11,102,0,0
18:42.5,499,89 /adminlogin.php,200,OK,DeleteStaff 5-3,text,TRUE,,7043,1646,1,12,109,0,0
18:42.6,424,32 /admin_hompage.php,200,OK,EditCustomer 2-2,text,TRUE,,4811,961,2,12,263,0,0
18:42.6,421,76 /addcustomer.php,200,OK,AddCustomer 4-3,text,TRUE,,7186,965,2,12,261,0,0
18:42.6,352,3 /,200,OK,EditStaff 1-3,text,TRUE,,4328,371,2,12,352,0,229
18:42.8,275,109 /admin_hompage.php,200,OK,AddStaff 6-2,text,TRUE,,4811,967,2,12,159,0,0
18:42.8,278,100 /adminlogin.php,200,OK,AddStaff 6-3,text,TRUE,,2201,385,1,11,278,0,161
18:42.8,448,62 /editcustomer.php,200,OK,DeleteCustomer 3-2,text,TRUE,,2623,1138,2,9,183,0,0
18:42.8,427,57 /adminlogin.php,200,OK,DeleteCustomer 3-3,text,TRUE,,7043,1646,2,10,182,0,0
18:42.8,443,17 /display_staff.php,200,OK,EditStaff 1-2,text,TRUE,,5857,967,2,10,186,0,0
18:42.9,130,10 /adminlogin.php,200,OK,EditStaff 1-3,text,TRUE,,2200,385,2,12,130,0,0
18:43.0,226,90 /admin_hompage.php,200,OK,DeleteStaff 5-3,text,TRUE,,4811,961,1,10,116,0,0
18:43.0,382,77 /add_customer.php,200,OK,AddCustomer 4-3,text,TRUE,,5209,1889,3,10,146,0,0
18:43.0,1325,33 /display_customer.php,200,OK,EditCustomer 2-2,text,TRUE,,510960,970,1,10,129,0,0
18:43.1,316,11 /adminlogin.php,200,OK,EditStaff 1-3,text,TRUE,,7043,1646,1,9,103,0,0
18:43.1,304,103 /adminlogin.php,200,OK,AddStaff 6-3,text,TRUE,,7043,1646,1,9,112,0,0
18:43.2,195,91 /delete_staff.php,200,OK,DeleteStaff 5-3,text,TRUE,,5854,966,1,9,107,0,0
18:43.2,204,58 /admin_hompage.php,200,OK,DeleteCustomer 3-3,text,TRUE,,4811,961,2,9,113,0,0
18:43.3,1186,63 /delete_customer.php,200,OK,DeleteCustomer 3-2,text,TRUE,,510956,973,3,12,114,0,0
18:43.3,186,71 /adminlogin.php,200,OK,AddCustomer 4-4,text,TRUE,,2201,385,2,9,186,0,88
18:43.4,169,78 /admin_hompage.php,200,OK,AddCustomer 4-3,text,TRUE,,4811,963,2,9,84,0,0
18:43.4,195,12 /admin_hompage.php,200,OK,EditStaff 1-3,text,TRUE,,4811,961,1,9,89,0,0
18:43.4,290,92 /editstaff.php,200,OK,DeleteStaff 5-3,text,TRUE,,10080,1654,2,10,93,0,0
18:43.4,182,104 /admin_hompage.php,200,OK,AddStaff 6-3,text,TRUE,,4811,961,1,9,86,0,0
18:43.5,1251,59 /delete_customer.php,200,OK,DeleteCustomer 3-3,text,TRUE,,510957,969,3,13,110,0,0
18:43.5,194,44 /admin_hompage.php,200,OK,EditCustomer 2-1,text,TRUE,,4811,973,2,10,91,0,0
18:43.5,313,74 /adminlogin.php,200,OK,AddCustomer 4-4,text,TRUE,,7043,1646,2,9,97,0,0
18:43.5,1337,79 /display_customer.php,200,OK,AddCustomer 4-3,text,TRUE,,510960,970,3,12,115,0,0
18:43.6,212,13 /display_staff.php,200,OK,EditStaff 1-3,text,TRUE,,5856,967,1,9,96,0,0
18:43.6,212,105 /addstaff.php,200,OK,AddStaff 6-3,text,TRUE,,7047,962,1,9,103,0,0
18:43.6,209,86 /adminlogin.php,200,OK,DeleteStaff 5-4,text,TRUE,,2201,385,2,9,209,0,99
18:43.7,246,93 /delete_staff.php,200,OK,DeleteStaff 5-3,text,TRUE,,5854,964,2,10,112,0,0
18:43.8,258,14 /editstaff.php,200,OK,EditStaff 1-3,text,TRUE,,6506,1122,1,10,128,0,0
18:43.8,261,106 /add_staff.php,200,OK,AddStaff 6-3,text,TRUE,,2625,1313,1,10,128,0,0
18:43.8,371,89 /adminlogin.php,200,OK,DeleteStaff 5-4,text,TRUE,,7043,1646,1,10,129,0,0
18:43.8,255,75 /admin_hompage.php,200,OK,AddCustomer 4-4,text,TRUE,,4811,961,2,10,135,0,0
18:43.9,264,55 /adminlogin.php,200,OK,DeleteCustomer 3-4,text,TRUE,,2201,385,3,11,264,0,137
18:43.9,247,94 /admin_hompage.php,200,OK,DeleteStaff 5-3,text,TRUE,,4811,965,2,11,133,0,0
18:44.1,346,15 /alter_staff.php,200,OK,EditStaff 1-3,text,TRUE,,5204,1825,2,12,121,0,0
18:44.1,243,107 /admin_hompage.php,200,OK,AddStaff 6-3,text,TRUE,,4811,957,2,10,118,0,0
18:44.1,233,76 /addcustomer.php,200,OK,AddCustomer 4-4,text,TRUE,,7186,965,2,11,117,0,0
18:44.2,231,100 /adminlogin.php,200,OK,AddStaff 6-4,text,TRUE,,2201,385,2,12,231,0,125
18:44.2,350,57 /adminlogin.php,200,OK,DeleteCustomer 3-4,text,TRUE,,7043,1646,3,12,127,0,0
18:44.2,228,90 /admin_hompage.php,200,OK,DeleteStaff 5-4,text,TRUE,,4811,961,1,12,118,0,0
18:44.3,220,108 /display_staff.php,200,OK,AddStaff 6-3,text,TRUE,,5856,967,2,12,105,0,0
18:44.3,140,39 /success.txt,200,OK,EditCustomer 2-2,text,TRUE,,384,298,2,12,140,0,74
18:44.3,221,3 /,200,OK,EditStaff 1-4,text,TRUE,,4328,371,2,12,221,0,108
18:44.3,396,77 /add_customer.php,200,OK,AddCustomer 4-4,text,TRUE,,5209,1889,3,13,159,0,0
18:44.3,248,24 /,200,OK,EditCustomer 2-3,text,TRUE,,4328,371,2,12,247,0,121
18:44.4,339,103 /adminlogin.php,200,OK,AddStaff 6-4,text,TRUE,,7043,1646,2,13,121,0,0
18:44.4,231,16 /admin_hompage.php,200,OK,EditStaff 1-3,text,TRUE,,4811,959,2,12,115,0,0
18:44.4,233,91 /delete_staff.php,200,OK,DeleteStaff 5-4,text,TRUE,,5854,966,1,12,121,0,0
18:44.4,231,40 /editcustomer.php,200,OK,EditCustomer 2-2,text,TRUE,,6044,1137,2,13,123,0,0
18:44.5,226,64 /admin_hompage.php,200,OK,DeleteCustomer 3-2,text,TRUE,,4811,971,3,13,129,0,0
18:44.5,220,58 /admin_hompage.php,200,OK,DeleteCustomer 3-4,text,TRUE,,4811,961,3,13,119,0,0
18:44.5,214,109 /admin_hompage.php,200,OK,AddStaff 6-3,text,TRUE,,4811,967,2,13,112,0,0
18:44.5,118,10 /adminlogin.php,200,OK,EditStaff 1-4,text,TRUE,,2200,385,2,12,118,0,0
18:44.6,97,30 /adminlogin.php,200,OK,EditCustomer 2-3,text,TRUE,,2200,385,2,13,97,0,0
18:44.6,323,17 /display_staff.php,200,OK,EditStaff 1-3,text,TRUE,,5857,967,2,12,224,0,100
18:44.6,318,11 /adminlogin.php,200,OK,EditStaff 1-4,text,TRUE,,7043,1646,1,11,101,0,0
18:44.6,333,92 /editstaff.php,200,OK,DeleteStaff 5-4,text,TRUE,,10080,1654,2,11,111,0,0
18:44.7,199,71 /adminlogin.php,200,OK,AddCustomer 4-5,text,TRUE,,2201,385,2,11,199,0,96
18:44.7,320,41 /alter_customer.php,200,OK,EditCustomer 2-2,text,TRUE,,5206,1815,2,11,103,0,0
18:44.7,706,65 /display_customer.php,200,OK,DeleteCustomer 3-2,text,TRUE,,511170,970,3,11,117,0,0
18:44.7,304,31 /adminlogin.php,200,OK,EditCustomer 2-3,text,TRUE,,7043,1646,2,11,94,0,0
18:44.7,381,62 /editcustomer.php,200,OK,DeleteCustomer 3-3,text,TRUE,,2622,1138,3,11,147,0,0
18:44.7,228,78 /admin_hompage.php,200,OK,AddCustomer 4-4,text,TRUE,,4811,963,2,12,136,0,0
18:44.7,232,104 /admin_hompage.php,200,OK,AddStaff 6-4,text,TRUE,,4811,961,1,12,132,0,0
18:44.7,1460,59 /delete_customer.php,200,OK,DeleteCustomer 3-4,text,TRUE,,511167,969,3,12,130,0,0
18:44.9,356,74 /adminlogin.php,200,OK,AddCustomer 4-5,text,TRUE,,7043,1646,2,11,122,0,0
18:44.9,236,86 /adminlogin.php,200,OK,DeleteStaff 5-5,text,TRUE,,2201,385,2,11,236,0,126
18:44.9,1376,79 /display_customer.php,200,OK,AddCustomer 4-4,text,TRUE,,511170,970,3,13,129,0,0
18:45.0,222,105 /addstaff.php,200,OK,AddStaff 6-4,text,TRUE,,7047,962,1,11,114,0,0
18:45.0,214,12 /admin_hompage.php,200,OK,EditStaff 1-4,text,TRUE,,4811,961,1,11,107,0,0
18:45.0,241,93 /delete_staff.php,200,OK,DeleteStaff 5-4,text,TRUE,,5854,964,2,11,122,0,0
18:45.0,232,42 /admin_hompage.php,200,OK,EditCustomer 2-2,text,TRUE,,4811,965,2,11,111,0,0
18:45.0,228,32 /admin_hompage.php,200,OK,EditCustomer 2-3,text,TRUE,,4811,961,2,11,106,0,0
18:45.1,6990,63 /delete_customer.php,200,OK,DeleteCustomer 3-3,text,TRUE,,511167,973,5,17,125,0,0
18:45.2,327,89 /adminlogin.php,200,OK,DeleteStaff 5-5,text,TRUE,,7043,1646,1,10,118,0,0
18:45.2,216,106 /add_staff.php,200,OK,AddStaff 6-4,text,TRUE,,2625,1313,1,10,126,0,0
18:45.2,216,13 /display_staff.php,200,OK,EditStaff 1-4,text,TRUE,,5856,967,1,10,131,0,0
18:45.2,238,94 /admin_hompage.php,200,OK,DeleteStaff 5-4,text,TRUE,,4811,965,2,11,145,0,0
18:45.2,242,75 /admin_hompage.php,200,OK,AddCustomer 4-5,text,TRUE,,4811,961,2,10,145,0,0
18:45.2,1426,43 /display_customer.php,200,OK,EditCustomer 2-2,text,TRUE,,511170,970,2,11,147,0,0
18:45.2,1422,33 /display_customer.php,200,OK,EditCustomer 2-3,text,TRUE,,511170,970,2,11,149,0,0
18:45.4,268,107 /admin_hompage.php,200,OK,AddStaff 6-4,text,TRUE,,4811,957,1,10,103,0,0
18:45.4,268,14 /editstaff.php,200,OK,EditStaff 1-4,text,TRUE,,6506,1122,1,10,103,0,0
18:45.4,264,55 /adminlogin.php,200,OK,DeleteCustomer 3-5,text,TRUE,,2201,385,3,10,264,0,98
18:45.5,235,76 /addcustomer.php,200,OK,AddCustomer 4-5,text,TRUE,,7186,965,2,11,105,0,0
18:45.5,259,90 /admin_hompage.php,200,OK,DeleteStaff 5-5,text,TRUE,,4811,961,1,11,127,0,0
18:45.7,268,108 /display_staff.php,200,OK,AddStaff 6-4,text,TRUE,,5856,967,2,11,129,0,0
18:45.7,394,15 /alter_staff.php,200,OK,EditStaff 1-4,text,TRUE,,5204,1825,2,13,130,0,0
18:45.7,394,57 /adminlogin.php,200,OK,DeleteCustomer 3-5,text,TRUE,,7043,1646,3,13,130,0,0
18:45.7,265,100 /adminlogin.php,200,OK,AddStaff 6-5,text,TRUE,,2201,385,2,11,265,0,125
18:45.7,425,77 /add_customer.php,200,OK,AddCustomer 4-5,text,TRUE,,5209,1889,3,13,179,0,0
18:45.7,274,91 /delete_staff.php,200,OK,DeleteStaff 5-5,text,TRUE,,5854,966,1,12,141,0,0
18:45.9,233,109 /admin_hompage.php,200,OK,AddStaff 6-4,text,TRUE,,4811,967,2,13,125,0,0
18:45.9,345,103 /adminlogin.php,200,OK,AddStaff 6-5,text,TRUE,,7043,1646,1,13,122,0,0
18:46.0,228,71 /adminlogin.php,200,OK,AddCustomer 4-6,text,TRUE,,2201,385,3,12,228,0,101
18:46.0,367,92 /editstaff.php,200,OK,DeleteStaff 5-5,text,TRUE,,10080,1654,2,12,131,0,0
18:46.0,238,3 /,200,OK,EditStaff 1-5,text,TRUE,,4328,371,2,13,238,0,106
18:46.1,210,16 /admin_hompage.php,200,OK,EditStaff 1-4,text,TRUE,,4811,959,2,13,104,0,0
18:46.1,218,58 /admin_hompage.php,200,OK,DeleteCustomer 3-5,text,TRUE,,4811,961,3,13,109,0,0
18:46.1,241,78 /admin_hompage.php,200,OK,AddCustomer 4-5,text,TRUE,,4811,963,2,12,127,0,0
18:46.2,240,62 /editcustomer.php,200,OK,DeleteCustomer 3-4,text,TRUE,,2622,1138,3,12,118,0,0
18:46.2,336,74 /adminlogin.php,200,OK,AddCustomer 4-6,text,TRUE,,7043,1646,2,12,109,0,0
18:46.3,237,86 /adminlogin.php,200,OK,DeleteStaff 5-6,text,TRUE,,2201,385,2,12,237,0,114
18:46.3,117,10 /adminlogin.php,200,OK,EditStaff 1-5,text,TRUE,,2200,385,2,12,117,0,0
18:46.3,339,17 /display_staff.php,200,OK,EditStaff 1-4,text,TRUE,,5857,967,2,12,124,0,0
18:46.3,1158,59 /delete_customer.php,200,OK,DeleteCustomer 3-5,text,TRUE,,511376,969,4,13,133,0,0
18:46.3,229,104 /admin_hompage.php,200,OK,AddStaff 6-5,text,TRUE,,4811,961,1,12,121,0,0
18:46.4,1364,79 /display_customer.php,200,OK,AddCustomer 4-5,text,TRUE,,511380,970,3,13,128,0,0
18:46.4,313,11 /adminlogin.php,200,OK,EditStaff 1-5,text,TRUE,,7043,1646,1,11,123,0,0
18:46.4,214,93 /delete_staff.php,200,OK,DeleteStaff 5-5,text,TRUE,,5854,964,2,12,120,0,0
18:46.4,1273,63 /delete_customer.php,200,OK,DeleteCustomer 3-4,text,TRUE,,511376,973,4,13,123,0,0
18:46.5,284,89 /adminlogin.php,200,OK,DeleteStaff 5-6,text,TRUE,,7043,1646,2,12,93,0,0
18:46.5,188,105 /addstaff.php,200,OK,AddStaff 6-5,text,TRUE,,7047,962,1,11,99,0,0
18:46.6,197,75 /admin_hompage.php,200,OK,AddCustomer 4-6,text,TRUE,,4811,961,2,12,91,0,0
18:46.6,194,94 /admin_hompage.php,200,OK,DeleteStaff 5-5,text,TRUE,,4811,965,2,12,92,0,0
18:46.7,210,44 /admin_hompage.php,200,OK,EditCustomer 2-2,text,TRUE,,4811,973,3,11,104,0,0
18:46.7,106,39 /success.txt,200,OK,EditCustomer 2-3,text,TRUE,,384,298,3,12,106,0,40
18:46.7,216,12 /admin_hompage.php,200,OK,EditStaff 1-5,text,TRUE,,4811,961,1,11,102,0,0
18:46.7,211,106 /add_staff.php,200,OK,AddStaff 6-5,text,TRUE,,2625,1313,1,11,103,0,0
18:46.8,210,24 /,200,OK,EditCustomer 2-4,text,TRUE,,4328,371,2,11,210,0,101
18:46.8,215,76 /addcustomer.php,200,OK,AddCustomer 4-6,text,TRUE,,7186,965,2,11,106,0,0
18:46.8,223,40 /editcustomer.php,200,OK,EditCustomer 2-3,text,TRUE,,6044,1137,2,11,112,0,0
18:46.8,224,90 /admin_hompage.php,200,OK,DeleteStaff 5-6,text,TRUE,,4811,961,1,11,111,0,0
18:46.9,238,55 /adminlogin.php,200,OK,DeleteCustomer 3-6,text,TRUE,,2201,385,4,11,238,0,114
18:46.9,235,13 /display_staff.php,200,OK,EditStaff 1-5,text,TRUE,,5856,967,1,11,113,0,0
18:46.9,235,107 /admin_hompage.php,200,OK,AddStaff 6-5,text,TRUE,,4811,957,1,11,110,0,0
18:47.0,120,30 /adminlogin.php,200,OK,EditCustomer 2-4,text,TRUE,,2200,385,2,11,120,0,0
18:47.0,396,77 /add_customer.php,200,OK,AddCustomer 4-6,text,TRUE,,5209,1889,3,13,139,0,0
18:47.0,385,41 /alter_customer.php,200,OK,EditCustomer 2-3,text,TRUE,,5206,1815,2,13,128,0,0
18:47.0,261,91 /delete_staff.php,200,OK,DeleteStaff 5-6,text,TRUE,,5854,966,1,13,120,0,0
18:47.1,373,31 /adminlogin.php,200,OK,EditCustomer 2-4,text,TRUE,,7043,1646,2,13,143,0,0
18:47.1,390,57 /adminlogin.php,200,OK,DeleteCustomer 3-6,text,TRUE,,7043,1646,4,13,138,0,0
18:47.1,268,14 /editstaff.php,200,OK,EditStaff 1-5,text,TRUE,,6506,1122,1,13,139,0,0
18:47.1,269,108 /display_staff.php,200,OK,AddStaff 6-5,text,TRUE,,5856,967,2,13,137,0,0
18:47.2,273,100 /adminlogin.php,200,OK,AddStaff 6-6,text,TRUE,,2201,385,2,13,273,0,134
18:47.2,240,71 /adminlogin.php,200,OK,AddCustomer 4-7,text,TRUE,,2201,385,3,13,240,0,117
18:47.3,375,92 /editstaff.php,200,OK,DeleteStaff 5-6,text,TRUE,,10080,1654,2,14,132,0,0
18:47.4,246,42 /admin_hompage.php,200,OK,EditCustomer 2-3,text,TRUE,,4811,965,2,14,123,0,0
18:47.4,246,78 /admin_hompage.php,200,OK,AddCustomer 4-6,text,TRUE,,4811,963,3,14,124,0,0
18:47.4,347,15 /alter_staff.php,200,OK,EditStaff 1-5,text,TRUE,,5204,1825,2,13,133,0,0
18:47.4,232,109 /admin_hompage.php,200,OK,AddStaff 6-5,text,TRUE,,4811,967,2,14,124,0,0
18:47.4,339,103 /adminlogin.php,200,OK,AddStaff 6-6,text,TRUE,,7043,1646,1,13,125,0,0
18:47.4,336,62 /editcustomer.php,200,OK,DeleteCustomer 3-5,text,TRUE,,2623,1138,4,13,240,0,119
18:47.5,237,32 /admin_hompage.php,200,OK,EditCustomer 2-4,text,TRUE,,4811,961,2,13,120,0,0
18:47.5,342,74 /adminlogin.php,200,OK,AddCustomer 4-7,text,TRUE,,7043,1646,2,13,125,0,0
18:47.5,228,58 /admin_hompage.php,200,OK,DeleteCustomer 3-6,text,TRUE,,4811,961,4,13,121,0,0
