timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,Latency,IdleTime,Connect
19:16.9,3794,63 /delete_customer.php,200,OK,DeleteCustomer 3-22,text,TRUE,,515794,973,9,33,324,0,0
19:17.0,619,71 /adminlogin.php,200,OK,AddCustomer 4-29,text,TRUE,,2201,385,6,32,619,0,306
19:17.0,938,12 /admin_hompage.php,200,OK,EditStaff 1-22,text,TRUE,,4812,961,4,31,308,0,0
19:17.1,643,64 /admin_hompage.php,200,OK,DeleteCustomer 3-20,text,TRUE,,4811,971,8,31,309,0,0
19:17.1,628,90 /admin_hompage.php,200,OK,DeleteStaff 5-28,text,TRUE,,4811,961,4,31,302,0,0
19:17.1,602,75 /admin_hompage.php,200,OK,AddCustomer 4-28,text,TRUE,,4811,961,6,31,297,0,0
19:17.1,603,106 /add_staff.php,200,OK,AddStaff 6-24,text,TRUE,,2625,1313,4,31,304,0,0
19:17.2,608,100 /adminlogin.php,200,OK,AddStaff 6-26,text,TRUE,,2201,385,4,31,608,0,308
19:17.2,597,104 /admin_hompage.php,200,OK,AddStaff 6-25,text,TRUE,,4811,961,4,31,297,0,0
19:17.2,1259,15 /alter_staff.php,200,OK,EditStaff 1-21,text,TRUE,,5205,1825,3,30,328,0,0
19:17.3,616,17 /display_staff.php,200,OK,EditStaff 1-20,text,TRUE,,5856,967,4,31,316,0,0
19:17.3,972,77 /add_customer.php,200,OK,AddCustomer 4-27,text,TRUE,,5209,1889,5,30,377,0,0
19:17.4,933,92 /editstaff.php,200,OK,DeleteStaff 5-27,text,TRUE,,10080,1654,5,31,342,0,0
19:17.4,918,94 /admin_hompage.php,200,OK,DeleteStaff 5-26,text,TRUE,,4812,965,5,31,632,0,334
19:17.4,925,32 /admin_hompage.php,200,OK,EditCustomer 2-16,text,TRUE,,4812,961,5,29,333,0,0
19:17.4,3470,79 /display_customer.php,200,OK,AddCustomer 4-26,text,TRUE,,516008,970,6,33,650,0,328
19:17.5,929,57 /adminlogin.php,200,OK,DeleteCustomer 3-26,text,TRUE,,7043,1646,9,30,292,0,0
19:17.5,590,44 /admin_hompage.php,200,OK,EditCustomer 2-12,text,TRUE,,4811,973,6,30,292,0,0
19:17.5,298,10 /adminlogin.php,200,OK,EditStaff 1-23,text,TRUE,,2200,385,4,31,298,0,0
19:17.5,1263,41 /alter_customer.php,200,OK,EditCustomer 2-14,text,TRUE,,5207,1815,5,32,308,0,0
19:17.5,944,89 /adminlogin.php,200,OK,DeleteStaff 5-29,text,TRUE,,7043,1646,4,30,311,0,0
19:17.6,3872,59 /delete_customer.php,200,OK,DeleteCustomer 3-25,text,TRUE,,516005,969,10,33,626,0,312
19:17.6,926,74 /adminlogin.php,200,OK,AddCustomer 4-29,text,TRUE,,7043,1646,6,30,305,0,0
19:17.7,590,109 /admin_hompage.php,200,OK,AddStaff 6-23,text,TRUE,,4811,967,4,30,298,0,0
19:17.7,3823,65 /display_customer.php,200,OK,DeleteCustomer 3-20,text,TRUE,,516007,970,10,33,320,0,0
19:17.7,989,91 /delete_staff.php,200,OK,DeleteStaff 5-28,text,TRUE,,5855,966,4,30,605,0,311
19:17.7,968,76 /addcustomer.php,200,OK,AddCustomer 4-28,text,TRUE,,7187,965,6,30,612,0,304
19:17.7,616,107 /admin_hompage.php,200,OK,AddStaff 6-24,text,TRUE,,4811,957,3,29,301,0,0
19:17.8,953,103 /adminlogin.php,200,OK,AddStaff 6-26,text,TRUE,,7043,1646,4,32,312,0,0
19:17.8,937,105 /addstaff.php,200,OK,AddStaff 6-25,text,TRUE,,7048,962,4,32,631,0,307
19:17.8,960,11 /adminlogin.php,200,OK,EditStaff 1-23,text,TRUE,,7043,1646,4,32,302,0,0
19:17.9,816,13 /display_staff.php,200,OK,EditStaff 1-22,text,TRUE,,5856,967,4,32,306,0,0
19:17.9,765,24 /,200,OK,EditCustomer 2-17,text,TRUE,,4328,371,5,32,765,0,299
19:18.0,671,62 /editcustomer.php,200,OK,DeleteCustomer 3-23,text,TRUE,,2622,1138,9,30,310,0,0
19:18.2,781,86 /adminlogin.php,200,OK,DeleteStaff 5-30,text,TRUE,,2201,385,4,32,781,0,463
19:18.3,1090,78 /admin_hompage.php,200,OK,AddCustomer 4-27,text,TRUE,,4812,963,7,33,434,0,0
19:18.3,736,71 /adminlogin.php,200,OK,AddCustomer 4-30,text,TRUE,,2201,385,6,32,736,0,429
19:18.3,1062,93 /delete_staff.php,200,OK,DeleteStaff 5-27,text,TRUE,,5855,964,4,33,414,0,0
19:18.3,3905,33 /display_customer.php,200,OK,EditCustomer 2-16,text,TRUE,,516007,970,5,33,399,0,0
19:18.4,994,108 /display_staff.php,200,OK,AddStaff 6-24,text,TRUE,,5857,967,4,33,634,0,348
19:18.4,661,55 /adminlogin.php,200,OK,DeleteCustomer 3-27,text,TRUE,,2201,385,9,32,661,0,325
19:18.4,659,58 /admin_hompage.php,200,OK,DeleteCustomer 3-26,text,TRUE,,4811,961,9,32,315,0,0
19:18.5,664,90 /admin_hompage.php,200,OK,DeleteStaff 5-29,text,TRUE,,4811,961,4,32,320,0,0
19:18.5,663,75 /admin_hompage.php,200,OK,AddCustomer 4-29,text,TRUE,,4811,961,6,32,319,0,0
19:18.5,678,16 /admin_hompage.php,200,OK,EditStaff 1-21,text,TRUE,,4811,959,4,32,323,0,0
19:18.7,990,77 /add_customer.php,200,OK,AddCustomer 4-28,text,TRUE,,5209,1889,7,33,317,0,0
19:18.7,3509,63 /delete_customer.php,200,OK,DeleteCustomer 3-23,text,TRUE,,516004,973,9,33,298,0,0
19:18.7,650,100 /adminlogin.php,200,OK,AddStaff 6-27,text,TRUE,,2201,385,4,33,650,0,300
19:18.7,986,92 /editstaff.php,200,OK,DeleteStaff 5-28,text,TRUE,,10080,1654,5,33,303,0,0
19:18.7,652,3 /,200,OK,EditStaff 1-24,text,TRUE,,4328,371,4,33,652,0,302
19:18.7,316,30 /adminlogin.php,200,OK,EditCustomer 2-17,text,TRUE,,2200,385,5,32,316,0,0
19:18.7,676,14 /editstaff.php,200,OK,EditStaff 1-22,text,TRUE,,6506,1122,4,33,330,0,0
19:18.7,689,104 /admin_hompage.php,200,OK,AddStaff 6-26,text,TRUE,,4811,961,4,33,336,0,0
19:18.7,691,106 /add_staff.php,200,OK,AddStaff 6-25,text,TRUE,,2625,1313,4,33,342,0,0
19:18.8,970,12 /admin_hompage.php,200,OK,EditStaff 1-23,text,TRUE,,4812,961,4,32,341,0,0
19:18.8,654,42 /admin_hompage.php,200,OK,EditCustomer 2-14,text,TRUE,,4811,965,5,33,343,0,0
19:19.0,677,64 /admin_hompage.php,200,OK,DeleteCustomer 3-21,text,TRUE,,4811,971,8,33,345,0,0
19:19.0,992,74 /adminlogin.php,200,OK,AddCustomer 4-30,text,TRUE,,7043,1646,6,32,344,0,0
19:19.0,997,31 /adminlogin.php,200,OK,EditCustomer 2-17,text,TRUE,,7043,1646,5,30,345,0,0
19:19.0,1005,89 /adminlogin.php,200,OK,DeleteStaff 5-30,text,TRUE,,7043,1646,4,30,346,0,0
19:19.1,1004,57 /adminlogin.php,200,OK,DeleteCustomer 3-27,text,TRUE,,7043,1646,9,30,352,0,0
19:19.1,4308,59 /delete_customer.php,200,OK,DeleteCustomer 3-26,text,TRUE,,516215,969,9,33,650,0,336
19:19.2,990,91 /delete_staff.php,200,OK,DeleteStaff 5-29,text,TRUE,,5855,966,4,30,643,0,306
19:19.2,947,76 /addcustomer.php,200,OK,AddCustomer 4-29,text,TRUE,,7187,965,6,30,615,0,299
19:19.2,635,17 /display_staff.php,200,OK,EditStaff 1-21,text,TRUE,,5856,967,4,32,302,0,0
19:19.3,679,71 /adminlogin.php,200,OK,AddCustomer 4-31,text,TRUE,,2201,385,6,32,679,0,306
19:19.4,664,109 /admin_hompage.php,200,OK,AddStaff 6-24,text,TRUE,,4811,967,4,32,335,0,0
19:19.4,659,94 /admin_hompage.php,200,OK,DeleteStaff 5-27,text,TRUE,,4811,965,5,32,332,0,0
19:19.4,941,103 /adminlogin.php,200,OK,AddStaff 6-27,text,TRUE,,7043,1646,4,31,333,0,0
19:19.4,334,10 /adminlogin.php,200,OK,EditStaff 1-24,text,TRUE,,2200,385,4,33,334,0,0
19:19.4,3324,79 /display_customer.php,200,OK,AddCustomer 4-27,text,TRUE,,516217,970,7,34,334,0,0
19:19.4,1291,15 /alter_staff.php,200,OK,EditStaff 1-22,text,TRUE,,5205,1825,4,33,647,0,317
19:19.4,652,62 /editcustomer.php,200,OK,DeleteCustomer 3-24,text,TRUE,,2622,1138,9,30,314,0,0
19:19.4,962,105 /addstaff.php,200,OK,AddStaff 6-26,text,TRUE,,7048,962,4,33,632,0,298
19:19.4,647,107 /admin_hompage.php,200,OK,AddStaff 6-25,text,TRUE,,4811,957,3,30,297,0,0
19:19.5,3355,43 /display_customer.php,200,OK,EditCustomer 2-14,text,TRUE,,516217,970,6,34,337,0,0
19:19.5,569,39 /success.txt,200,OK,EditCustomer 2-15,text,TRUE,,384,298,5,30,569,0,273
19:19.6,645,86 /adminlogin.php,200,OK,DeleteStaff 5-31,text,TRUE,,2201,385,4,31,645,0,317
19:19.7,923,93 /delete_staff.php,200,OK,DeleteStaff 5-28,text,TRUE,,5855,964,4,33,324,0,0
19:19.7,917,11 /adminlogin.php,200,OK,EditStaff 1-24,text,TRUE,,7043,1646,4,33,322,0,0
19:19.7,3551,65 /display_customer.php,200,OK,DeleteCustomer 3-21,text,TRUE,,516217,970,10,35,324,0,0
19:19.7,927,78 /admin_hompage.php,200,OK,AddCustomer 4-28,text,TRUE,,4812,963,6,33,321,0,0
19:19.7,675,13 /display_staff.php,200,OK,EditStaff 1-23,text,TRUE,,5856,967,4,33,340,0,0
19:19.9,646,55 /adminlogin.php,200,OK,DeleteCustomer 3-28,text,TRUE,,2201,385,9,33,646,0,327
19:20.0,912,75 /admin_hompage.php,200,OK,AddCustomer 4-30,text,TRUE,,4812,961,5,33,289,0,0
19:20.0,928,74 /adminlogin.php,200,OK,AddCustomer 4-31,text,TRUE,,7043,1646,5,33,299,0,0
19:20.0,4248,32 /admin_hompage.php,200,OK,EditCustomer 2-17,text,TRUE,,4813,961,5,32,3632,0,3288
19:20.0,994,90 /admin_hompage.php,200,OK,DeleteStaff 5-30,text,TRUE,,4812,961,5,34,332,0,0
19:20.0,3906,63 /delete_customer.php,200,OK,DeleteCustomer 3-24,text,TRUE,,516214,973,9,35,333,0,0
19:20.1,637,58 /admin_hompage.php,200,OK,DeleteCustomer 3-27,text,TRUE,,4811,961,9,33,325,0,0
19:20.1,1001,108 /display_staff.php,200,OK,AddStaff 6-25,text,TRUE,,5857,967,4,34,640,0,324
19:20.1,637,40 /editcustomer.php,200,OK,EditCustomer 2-15,text,TRUE,,6044,1137,6,33,331,0,0
19:20.1,1041,77 /add_customer.php,200,OK,AddCustomer 4-29,text,TRUE,,5209,1889,6,34,387,0,0
19:20.1,999,92 /editstaff.php,200,OK,DeleteStaff 5-29,text,TRUE,,10080,1654,5,34,339,0,0
19:20.2,626,100 /adminlogin.php,200,OK,AddStaff 6-28,text,TRUE,,2201,385,4,33,626,0,325
19:20.2,978,89 /adminlogin.php,200,OK,DeleteStaff 5-31,text,TRUE,,7043,1646,5,33,316,0,0
19:20.3,621,104 /admin_hompage.php,200,OK,AddStaff 6-27,text,TRUE,,4811,961,4,33,306,0,0
19:20.3,622,3 /,200,OK,EditStaff 1-25,text,TRUE,,4328,371,4,33,622,0,295
19:20.3,656,24 /,200,OK,EditCustomer 2-18,text,TRUE,,4328,371,6,34,656,0,308
19:20.4,687,106 /add_staff.php,200,OK,AddStaff 6-26,text,TRUE,,2625,1313,4,34,320,0,0
19:20.4,675,14 /editstaff.php,200,OK,EditStaff 1-23,text,TRUE,,6506,1122,4,34,321,0,0
19:20.5,658,44 /admin_hompage.php,200,OK,EditCustomer 2-13,text,TRUE,,4811,973,6,34,312,0,0
19:20.5,977,57 /adminlogin.php,200,OK,DeleteCustomer 3-28,text,TRUE,,7043,1646,10,33,314,0,0
19:20.6,994,12 /admin_hompage.php,200,OK,EditStaff 1-24,text,TRUE,,4812,961,4,32,336,0,0
19:20.6,661,94 /admin_hompage.php,200,OK,DeleteStaff 5-28,text,TRUE,,4811,965,5,33,334,0,0
19:20.6,3571,79 /display_customer.php,200,OK,AddCustomer 4-28,text,TRUE,,516427,970,7,34,354,0,0
19:20.7,681,16 /admin_hompage.php,200,OK,EditStaff 1-22,text,TRUE,,4811,959,4,32,350,0,0
19:20.7,3589,59 /delete_customer.php,200,OK,DeleteCustomer 3-27,text,TRUE,,516425,969,9,32,703,0,363
19:20.7,1419,41 /alter_customer.php,200,OK,EditCustomer 2-15,text,TRUE,,5207,1815,5,33,359,0,0
19:20.7,690,64 /admin_hompage.php,200,OK,DeleteCustomer 3-22,text,TRUE,,4811,971,10,33,352,0,0
19:20.8,1081,103 /adminlogin.php,200,OK,AddStaff 6-28,text,TRUE,,7043,1646,4,32,353,0,0
19:20.9,644,86 /adminlogin.php,200,OK,DeleteStaff 5-32,text,TRUE,,2201,385,4,32,644,0,330
19:20.9,979,105 /addstaff.php,200,OK,AddStaff 6-27,text,TRUE,,7048,962,4,32,656,0,331
19:20.9,653,76 /addcustomer.php,200,OK,AddCustomer 4-30,text,TRUE,,7186,965,6,32,328,0,0
19:20.9,329,10 /adminlogin.php,200,OK,EditStaff 1-25,text,TRUE,,2200,385,4,33,329,0,0
19:20.9,657,75 /admin_hompage.php,200,OK,AddCustomer 4-31,text,TRUE,,4811,961,6,32,328,0,0
19:21.0,667,71 /adminlogin.php,200,OK,AddCustomer 4-32,text,TRUE,,2201,385,6,32,667,0,330
19:21.0,331,30 /adminlogin.php,200,OK,EditCustomer 2-18,text,TRUE,,2200,385,5,32,331,0,0
19:21.0,686,91 /delete_staff.php,200,OK,DeleteStaff 5-30,text,TRUE,,5854,966,4,33,328,0,0
19:21.1,693,107 /admin_hompage.php,200,OK,AddStaff 6-26,text,TRUE,,4811,957,5,33,330,0,0
19:21.1,702,109 /admin_hompage.php,200,OK,AddStaff 6-25,text,TRUE,,4811,967,5,33,330,0,0
19:21.1,1399,15 /alter_staff.php,200,OK,EditStaff 1-23,text,TRUE,,5205,1825,4,34,334,0,0
19:21.1,1068,93 /delete_staff.php,200,OK,DeleteStaff 5-29,text,TRUE,,5855,964,4,33,340,0,0
19:21.1,1065,78 /admin_hompage.php,200,OK,AddCustomer 4-29,text,TRUE,,4812,963,6,33,337,0,0
19:21.2,665,90 /admin_hompage.php,200,OK,DeleteStaff 5-31,text,TRUE,,4811,961,4,32,319,0,0
19:21.3,982,11 /adminlogin.php,200,OK,EditStaff 1-25,text,TRUE,,7043,1646,5,33,331,0,0
19:21.3,999,31 /adminlogin.php,200,OK,EditCustomer 2-18,text,TRUE,,7043,1646,5,35,355,0,0
19:21.4,1010,17 /display_staff.php,200,OK,EditStaff 1-22,text,TRUE,,5857,967,5,35,360,0,0
19:21.4,692,55 /adminlogin.php,200,OK,DeleteCustomer 3-29,text,TRUE,,2201,385,9,33,692,0,362
19:21.4,3964,65 /display_customer.php,200,OK,DeleteCustomer 3-22,text,TRUE,,516427,970,10,37,372,0,0
19:21.4,723,62 /editcustomer.php,200,OK,DeleteCustomer 3-25,text,TRUE,,2622,1138,9,33,385,0,0
19:21.5,697,58 /admin_hompage.php,200,OK,DeleteCustomer 3-28,text,TRUE,,4811,961,9,33,350,0,0
19:21.6,1003,89 /adminlogin.php,200,OK,DeleteStaff 5-32,text,TRUE,,7043,1646,5,34,336,0,0
19:21.6,1448,77 /add_customer.php,200,OK,AddCustomer 4-30,text,TRUE,,5210,1889,6,34,494,0,0
19:21.6,1012,76 /addcustomer.php,200,OK,AddCustomer 4-31,text,TRUE,,7187,965,7,34,649,0,320
19:21.6,678,13 /display_staff.php,200,OK,EditStaff 1-24,text,TRUE,,5856,967,5,35,360,0,0
19:21.6,1015,74 /adminlogin.php,200,OK,AddCustomer 4-32,text,TRUE,,7043,1646,7,34,356,0,0
19:21.7,646,100 /adminlogin.php,200,OK,AddStaff 6-29,text,TRUE,,2201,385,4,35,646,0,324
19:21.7,1289,92 /editstaff.php,200,OK,DeleteStaff 5-30,text,TRUE,,10081,1654,4,34,355,0,0
19:21.8,975,108 /display_staff.php,200,OK,AddStaff 6-26,text,TRUE,,5857,967,4,33,654,0,329
19:21.9,965,104 /admin_hompage.php,200,OK,AddStaff 6-28,text,TRUE,,4812,961,4,34,342,0,0
19:21.9,978,91 /delete_staff.php,200,OK,DeleteStaff 5-31,text,TRUE,,5855,966,4,33,675,0,344
19:21.9,674,106 /add_staff.php,200,OK,AddStaff 6-27,text,TRUE,,2625,1313,4,34,333,0,0
19:22.0,642,3 /,200,OK,EditStaff 1-26,text,TRUE,,4328,371,4,34,642,0,312
19:22.1,954,57 /adminlogin.php,200,OK,DeleteCustomer 3-29,text,TRUE,,7043,1646,10,34,326,0,0
19:22.1,659,42 /admin_hompage.php,200,OK,EditCustomer 2-15,text,TRUE,,4811,965,6,34,335,0,0
19:22.2,3592,63 /delete_customer.php,200,OK,DeleteCustomer 3-25,text,TRUE,,516634,973,9,36,337,0,0
19:22.2,3591,79 /display_customer.php,200,OK,AddCustomer 4-29,text,TRUE,,516637,970,7,36,328,0,0
19:22.2,568,39 /success.txt,200,OK,EditCustomer 2-16,text,TRUE,,384,298,6,34,568,0,287
19:22.2,618,94 /admin_hompage.php,200,OK,DeleteStaff 5-29,text,TRUE,,4811,965,5,34,318,0,0
19:22.2,637,64 /admin_hompage.php,200,OK,DeleteCustomer 3-23,text,TRUE,,4811,971,9,33,333,0,0
19:22.2,5778,59 /delete_customer.php,200,OK,DeleteCustomer 3-28,text,TRUE,,516635,969,10,38,658,0,336
19:22.2,940,12 /admin_hompage.php,200,OK,EditStaff 1-25,text,TRUE,,4812,961,4,35,336,0,0
19:22.2,692,86 /adminlogin.php,200,OK,DeleteStaff 5-33,text,TRUE,,2201,385,4,34,692,0,337
19:22.3,661,71 /adminlogin.php,200,OK,AddCustomer 4-33,text,TRUE,,2201,385,6,34,661,0,338
19:22.3,665,14 /editstaff.php,200,OK,EditStaff 1-24,text,TRUE,,6506,1122,4,34,340,0,0
19:22.3,945,103 /adminlogin.php,200,OK,AddStaff 6-29,text,TRUE,,7043,1646,5,34,343,0,0
19:22.3,927,32 /admin_hompage.php,200,OK,EditCustomer 2-18,text,TRUE,,4812,961,6,34,326,0,0
19:22.5,632,16 /admin_hompage.php,200,OK,EditStaff 1-23,text,TRUE,,4811,959,4,34,309,0,0
19:22.6,603,90 /admin_hompage.php,200,OK,DeleteStaff 5-32,text,TRUE,,4811,961,4,35,305,0,0
19:22.6,634,107 /admin_hompage.php,200,OK,AddStaff 6-27,text,TRUE,,4811,957,5,35,308,0,0
19:22.6,984,77 /add_customer.php,200,OK,AddCustomer 4-31,text,TRUE,,5209,1889,6,33,346,0,0
19:22.6,955,75 /admin_hompage.php,200,OK,AddCustomer 4-32,text,TRUE,,4812,961,6,33,319,0,0
19:22.7,304,10 /adminlogin.php,200,OK,EditStaff 1-26,text,TRUE,,2200,385,4,34,304,0,0
19:22.7,607,109 /admin_hompage.php,200,OK,AddStaff 6-26,text,TRUE,,4811,967,5,34,310,0,0
19:22.7,622,24 /,200,OK,EditCustomer 2-19,text,TRUE,,4328,371,6,33,622,0,314
19:22.8,615,40 /editcustomer.php,200,OK,EditCustomer 2-16,text,TRUE,,6044,1137,6,33,305,0,0
19:22.8,4106,43 /display_customer.php,200,OK,EditCustomer 2-15,text,TRUE,,516847,970,6,38,339,0,0
19:22.8,628,44 /admin_hompage.php,200,OK,EditCustomer 2-14,text,TRUE,,4811,973,6,33,314,0,0
19:22.8,632,105 /addstaff.php,200,OK,AddStaff 6-28,text,TRUE,,7047,962,4,32,305,0,0
19:22.8,994,92 /editstaff.php,200,OK,DeleteStaff 5-31,text,TRUE,,10080,1654,5,35,314,0,0
19:22.9,4042,65 /display_customer.php,200,OK,DeleteCustomer 3-23,text,TRUE,,516847,970,10,38,324,0,0
19:22.9,635,55 /adminlogin.php,200,OK,DeleteCustomer 3-30,text,TRUE,,2201,385,9,32,635,0,293
19:22.9,954,89 /adminlogin.php,200,OK,DeleteStaff 5-33,text,TRUE,,7043,1646,5,35,298,0,0
19:22.9,951,74 /adminlogin.php,200,OK,AddCustomer 4-33,text,TRUE,,7043,1646,7,35,296,0,0
19:22.9,1260,15 /alter_staff.php,200,OK,EditStaff 1-24,text,TRUE,,5205,1825,4,33,628,0,296
19:23.0,963,11 /adminlogin.php,200,OK,EditStaff 1-26,text,TRUE,,7043,1646,5,35,300,0,0
19:23.0,643,93 /delete_staff.php,200,OK,DeleteStaff 5-30,text,TRUE,,5854,964,5,34,296,0,0
19:23.0,638,78 /admin_hompage.php,200,OK,AddCustomer 4-30,text,TRUE,,4811,963,7,34,289,0,0
19:23.0,640,58 /admin_hompage.php,200,OK,DeleteCustomer 3-29,text,TRUE,,4811,961,9,34,297,0,0
19:23.1,975,17 /display_staff.php,200,OK,EditStaff 1-23,text,TRUE,,5857,967,5,35,320,0,0
19:23.2,676,100 /adminlogin.php,200,OK,AddStaff 6-30,text,TRUE,,2201,385,4,35,676,0,319
19:23.2,974,91 /delete_staff.php,200,OK,DeleteStaff 5-32,text,TRUE,,5855,966,5,34,681,0,322
19:23.2,710,13 /display_staff.php,200,OK,EditStaff 1-25,text,TRUE,,5856,967,5,35,338,0,0
19:23.2,1653,108 /display_staff.php,200,OK,AddStaff 6-27,text,TRUE,,5857,967,5,34,1312,0,322
19:23.2,671,104 /admin_hompage.php,200,OK,AddStaff 6-29,text,TRUE,,4811,961,4,35,341,0,0
19:23.3,3693,33 /display_customer.php,200,OK,EditCustomer 2-18,text,TRUE,,516847,970,6,36,365,0,0
19:23.4,348,30 /adminlogin.php,200,OK,EditCustomer 2-19,text,TRUE,,2200,385,5,34,348,0,0
19:23.4,641,62 /editcustomer.php,200,OK,DeleteCustomer 3-26,text,TRUE,,2622,1138,9,35,354,0,0
19:23.4,1302,41 /alter_customer.php,200,OK,EditCustomer 2-16,text,TRUE,,5207,1815,5,34,354,0,0
19:23.5,657,106 /add_staff.php,200,OK,AddStaff 6-28,text,TRUE,,2625,1313,4,34,362,0,0
19:23.5,1652,57 /adminlogin.php,200,OK,DeleteCustomer 3-30,text,TRUE,,7043,1646,10,37,970,0,0
19:23.6,633,86 /adminlogin.php,200,OK,DeleteStaff 5-34,text,TRUE,,2201,385,5,33,633,0,320
19:23.6,641,76 /addcustomer.php,200,OK,AddCustomer 4-32,text,TRUE,,7186,965,6,33,327,0,0
19:23.6,953,78 /admin_hompage.php,200,OK,AddCustomer 4-31,text,TRUE,,4812,963,6,33,328,0,0
19:23.6,622,71 /adminlogin.php,200,OK,AddCustomer 4-34,text,TRUE,,2201,385,6,33,622,0,312
19:23.6,625,94 /admin_hompage.php,200,OK,DeleteStaff 5-30,text,TRUE,,4811,965,5,33,316,0,0
19:23.7,4117,79 /display_customer.php,200,OK,AddCustomer 4-30,text,TRUE,,516847,970,8,40,332,0,0
19:23.7,4409,59 /delete_customer.php,200,OK,DeleteCustomer 3-29,text,TRUE,,516845,969,10,38,645,0,310
19:23.7,976,31 /adminlogin.php,200,OK,EditCustomer 2-19,text,TRUE,,7043,1646,5,34,313,0,0
19:23.7,620,3 /,200,OK,EditStaff 1-27,text,TRUE,,4328,371,4,32,620,0,294
19:23.8,974,103 /adminlogin.php,200,OK,AddStaff 6-30,text,TRUE,,7043,1646,5,34,291,0,0
19:23.8,968,93 /delete_staff.php,200,OK,DeleteStaff 5-31,text,TRUE,,5855,964,4,34,290,0,0
19:23.9,619,14 /editstaff.php,200,OK,EditStaff 1-25,text,TRUE,,6506,1122,4,33,301,0,0
19:23.9,620,90 /admin_hompage.php,200,OK,DeleteStaff 5-33,text,TRUE,,4811,961,4,33,301,0,0
19:23.9,622,75 /admin_hompage.php,200,OK,AddCustomer 4-33,text,TRUE,,4811,961,6,33,313,0,0
19:23.9,953,105 /addstaff.php,200,OK,AddStaff 6-29,text,TRUE,,7048,962,5,34,620,0,308
19:23.9,960,12 /admin_hompage.php,200,OK,EditStaff 1-26,text,TRUE,,4812,961,4,34,304,0,0
19:24.0,649,64 /admin_hompage.php,200,OK,DeleteCustomer 3-24,text,TRUE,,4811,971,10,33,318,0,0
19:24.0,4114,63 /delete_customer.php,200,OK,DeleteCustomer 3-26,text,TRUE,,516844,973,10,38,340,0,0
19:24.1,1005,107 /admin_hompage.php,200,OK,AddStaff 6-28,text,TRUE,,4812,957,5,36,338,0,0
19:24.1,1016,92 /editstaff.php,200,OK,DeleteStaff 5-32,text,TRUE,,10080,1654,5,37,335,0,0
19:24.2,652,16 /admin_hompage.php,200,OK,EditStaff 1-24,text,TRUE,,4811,959,4,34,312,0,0
19:24.2,1020,89 /adminlogin.php,200,OK,DeleteStaff 5-34,text,TRUE,,7043,1646,5,37,321,0,0
19:24.2,1461,77 /add_customer.php,200,OK,AddCustomer 4-32,text,TRUE,,5210,1889,7,36,420,0,0
19:24.2,1035,74 /adminlogin.php,200,OK,AddCustomer 4-34,text,TRUE,,7043,1646,7,37,347,0,0
19:24.3,4123,33 /display_customer.php,200,OK,EditCustomer 2-17,text,TRUE,,517057,970,6,35,340,0,0
19:24.3,696,62 /editcustomer.php,200,OK,DeleteCustomer 3-27,text,TRUE,,2622,1138,10,36,361,0,0
19:24.4,337,10 /adminlogin.php,200,OK,EditStaff 1-27,text,TRUE,,2200,385,4,34,337,0,0
19:24.4,678,55 /adminlogin.php,200,OK,DeleteCustomer 3-31,text,TRUE,,2201,385,10,36,678,0,339
19:24.5,1427,15 /alter_staff.php,200,OK,EditStaff 1-25,text,TRUE,,5205,1825,4,35,407,0,0
19:24.5,1041,91 /delete_staff.php,200,OK,DeleteStaff 5-33,text,TRUE,,5855,966,5,36,725,0,344
19:24.5,4338,76 /addcustomer.php,200,OK,AddCustomer 4-33,text,TRUE,,7188,965,6,34,3701,0,3362
19:24.5,3740,79 /display_customer.php,200,OK,AddCustomer 4-31,text,TRUE,,517057,970,7,38,348,0,0
19:24.6,4088,65 /display_customer.php,200,OK,DeleteCustomer 3-24,text,TRUE,,517057,970,10,35,348,0,0
19:24.7,709,100 /adminlogin.php,200,OK,AddStaff 6-31,text,TRUE,,2201,385,5,36,709,0,325
19:24.7,1043,32 /admin_hompage.php,200,OK,EditCustomer 2-19,text,TRUE,,4812,961,6,36,336,0,0
19:24.7,1039,11 /adminlogin.php,200,OK,EditStaff 1-27,text,TRUE,,7043,1646,5,36,338,0,0
19:24.7,694,42 /admin_hompage.php,200,OK,EditCustomer 2-16,text,TRUE,,4811,965,6,36,335,0,0
19:24.8,1204,104 /admin_hompage.php,200,OK,AddStaff 6-30,text,TRUE,,4811,961,4,35,320,0,0
19:24.8,2130,94 /admin_hompage.php,200,OK,DeleteStaff 5-31,text,TRUE,,4811,965,6,37,324,0,0
19:24.9,654,109 /admin_hompage.php,200,OK,AddStaff 6-27,text,TRUE,,4811,967,5,37,331,0,0
19:24.9,1065,17 /display_staff.php,200,OK,EditStaff 1-24,text,TRUE,,5857,967,5,36,395,0,0
19:24.9,692,106 /add_staff.php,200,OK,AddStaff 6-29,text,TRUE,,2625,1313,4,36,380,0,0
19:24.9,676,13 /display_staff.php,200,OK,EditStaff 1-26,text,TRUE,,5856,967,5,36,366,0,0
19:24.9,660,86 /adminlogin.php,200,OK,DeleteStaff 5-35,text,TRUE,,2201,385,5,36,660,0,347
19:24.9,712,71 /adminlogin.php,200,OK,AddCustomer 4-35,text,TRUE,,2201,385,7,36,712,0,377
